OpenBUGS version 3.2.3 rev 1012
model is syntactically correct
data loaded
model compiled
initial values loaded and chain initialized but another chain contain uninitialized variables
model is initialized
model is already initialized
5000 updates took 1325 s
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
10000 updates took 4293508 s
CODA files written
Summary statistics
		mean	sd	val2.5pc	median	val97.5pc	sample
	n_Oir[28]	8046.0	2201.0	4732.0	7649.0	13200.0	20000
	n_Oir[29]	6206.0	1769.0	3551.0	5932.0	10330.0	20000
	n_Oir[30]	3127.0	947.4	1579.0	2974.0	5443.0	20000
	n_Oir_gr[1,1]	19.8	16.03	2.015	15.04	61.45	20000
	n_Oir_gr[1,2]	79.93	48.08	20.11	68.49	199.7	20000
	n_Oir_gr[1,3]	97.87	55.79	27.49	85.97	244.8	20000
	n_Oir_gr[1,4]	220.0	485.5	2.27	81.96	1219.0	20000
	n_Oir_gr[1,5]	73.42	43.64	20.68	63.89	184.4	20000
	n_Oir_gr[1,6]	23.52	16.15	4.008	19.44	64.93	20000
	n_Oir_gr[1,7]	64.11	39.54	16.0	55.78	163.6	20000
	n_Oir_gr[1,8]	26.26	17.28	5.0	22.0	70.02	20000
	n_Oir_gr[1,9]	65.73	40.01	16.03	57.0	164.7	20000
	n_Oir_gr[1,10]	66.4	37.59	18.97	58.01	172.6	20000
	n_Oir_gr[1,11]	264.9	116.2	106.3	245.2	543.3	20000
	n_Oir_gr[1,12]	4.182	3.739	-5.145E-6	3.0	14.0	20000
	n_Oir_gr[1,13]	84.87	41.21	29.18	76.98	187.1	20000
	n_Oir_gr[1,14]	158.0	70.51	61.56	145.5	334.1	20000
	n_Oir_gr[1,15]	330.1	142.9	131.1	304.0	674.5	20000
	n_Oir_gr[1,16]	73.79	35.5	25.84	67.0	161.7	20000
	n_Oir_gr[1,17]	118.3	54.3	44.6	106.8	250.8	20000
	n_Oir_gr[1,18]	81.05	39.07	28.05	72.99	176.7	20000
	n_Oir_gr[1,19]	77.5	38.96	24.94	69.22	172.8	20000
	n_Oir_gr[1,20]	132.7	61.43	49.16	119.9	280.5	20000
	n_Oir_gr[1,21]	75.73	37.83	25.99	68.12	167.2	20000
	n_Oir_gr[1,22]	246.2	106.3	99.83	225.9	497.6	20000
	n_Oir_gr[1,23]	260.1	169.2	65.03	218.3	696.1	20000
	n_Oir_gr[1,24]	208.3	141.7	49.08	171.0	575.0	20000
	n_Oir_gr[1,25]	203.4	139.1	46.29	169.8	547.5	20000
	n_Oir_gr[1,26]	142.1	100.7	29.6	116.2	396.2	20000
	n_Oir_gr[1,27]	205.5	140.9	47.97	169.2	552.7	20000
	n_Oir_gr[1,28]	214.2	145.6	46.89	175.1	593.6	20000
	n_Oir_gr[1,29]	302.4	198.1	74.55	250.3	797.5	20000
	n_Oir_gr[1,30]	98.92	70.58	21.04	80.01	264.9	20000
	n_Oir_gr[2,1]	95.67	140.4	6.038	54.8	419.1	20000
	n_Oir_gr[2,2]	341.0	463.9	23.08	204.5	1536.0	20000
	n_Oir_gr[2,3]	403.4	547.2	30.85	239.1	1695.0	20000
	n_Oir_gr[2,4]	457.3	950.2	6.118	178.9	2470.0	20000
	n_Oir_gr[2,5]	224.0	311.7	17.0	128.8	951.2	20000
	n_Oir_gr[2,6]	56.14	80.46	3.004	32.99	213.3	20000
	n_Oir_gr[2,7]	183.7	246.9	13.0	113.4	813.8	20000
	n_Oir_gr[2,8]	88.16	69.53	14.0	69.34	260.7	20000
	n_Oir_gr[2,9]	270.0	351.3	19.81	162.6	1102.0	20000
	n_Oir_gr[2,10]	163.0	109.4	40.0	140.2	453.7	20000
	n_Oir_gr[2,11]	517.4	335.8	133.0	430.7	1398.0	20000
	n_Oir_gr[2,12]	6.699	10.54	-6.23E-7	4.0	30.93	20000
	n_Oir_gr[2,13]	268.3	137.9	90.68	238.5	618.1	20000
	n_Oir_gr[2,14]	177.0	121.9	41.26	143.1	481.6	20000
	n_Oir_gr[2,15]	810.5	1033.0	72.12	496.1	3150.0	20000
	n_Oir_gr[2,16]	124.5	85.69	29.16	102.2	339.4	20000
	n_Oir_gr[2,17]	285.7	187.6	70.7	233.9	751.4	20000
	n_Oir_gr[2,18]	119.5	80.95	29.5	98.12	329.2	20000
	n_Oir_gr[2,19]	202.5	133.9	51.8	171.0	569.4	20000
	n_Oir_gr[2,20]	308.5	200.0	82.02	256.9	836.6	20000
	n_Oir_gr[2,21]	232.0	156.0	56.69	194.7	630.3	20000
	n_Oir_gr[2,22]	418.7	275.6	108.9	352.7	1108.0	20000
	n_Oir_gr[2,23]	366.1	186.8	121.8	326.3	828.4	20000
	n_Oir_gr[2,24]	424.4	215.9	142.9	371.7	954.3	20000
	n_Oir_gr[2,25]	447.1	228.6	154.1	398.3	1021.0	20000
	n_Oir_gr[2,26]	289.6	152.7	91.45	261.0	678.1	20000
	n_Oir_gr[2,27]	324.9	170.0	108.0	284.3	745.2	20000
	n_Oir_gr[2,28]	486.8	246.0	165.7	436.2	1080.0	20000
	n_Oir_gr[2,29]	358.0	183.9	122.9	320.9	839.6	20000
	n_Oir_gr[2,30]	123.6	71.26	35.97	108.0	301.9	20000
	n_Oir_gr[3,1]	26.52	17.41	5.0	22.0	71.08	20000
	n_Oir_gr[3,2]	257.0	130.3	85.8	229.1	607.4	20000
	n_Oir_gr[3,3]	248.1	126.4	87.35	224.0	565.4	20000
	n_Oir_gr[3,4]	390.5	822.3	6.575	129.0	2047.0	20000
	n_Oir_gr[3,5]	119.3	64.33	37.87	104.3	277.3	20000
	n_Oir_gr[3,6]	12.45	9.675	1.002	10.0	37.21	20000
	n_Oir_gr[3,7]	29.78	20.27	6.0	25.0	80.42	20000
	n_Oir_gr[3,8]	40.72	24.34	10.0	35.0	100.4	20000
	n_Oir_gr[3,9]	115.9	62.42	35.0	103.3	269.7	20000
	n_Oir_gr[3,10]	122.7	47.42	53.08	114.6	234.1	20000
	n_Oir_gr[3,11]	338.6	123.5	159.5	319.5	646.0	20000
	n_Oir_gr[3,12]	7.683	5.23	0.9999	6.703	20.72	20000
	n_Oir_gr[3,13]	110.5	49.51	42.02	101.8	231.6	20000
	n_Oir_gr[3,14]	74.0	31.76	28.87	68.99	150.2	20000
	n_Oir_gr[3,15]	318.2	117.3	146.8	299.3	599.6	20000
	n_Oir_gr[3,16]	101.5	42.31	40.59	95.24	205.2	20000
	n_Oir_gr[3,17]	198.6	78.31	86.87	186.0	378.2	20000
	n_Oir_gr[3,18]	228.7	85.35	104.0	217.5	433.3	20000
	n_Oir_gr[3,19]	192.3	73.37	85.21	180.9	370.7	20000
	n_Oir_gr[3,20]	223.5	83.96	101.3	208.9	429.0	20000
	n_Oir_gr[3,21]	226.1	87.91	97.17	212.5	439.6	20000
	n_Oir_gr[3,22]	230.9	88.05	103.1	217.0	441.7	20000
	n_Oir_gr[3,23]	471.0	235.1	167.5	419.0	1081.0	20000
	n_Oir_gr[3,24]	503.8	254.2	179.1	450.2	1146.0	20000
	n_Oir_gr[3,25]	466.5	229.2	159.2	422.9	1038.0	20000
	n_Oir_gr[3,26]	195.0	103.1	63.59	171.9	453.7	20000
	n_Oir_gr[3,27]	446.7	221.2	156.3	400.6	988.4	20000
	n_Oir_gr[3,28]	491.6	246.4	167.8	444.5	1121.0	20000
	n_Oir_gr[3,29]	252.6	130.5	83.05	225.3	573.7	20000
	n_Oir_gr[3,30]	140.7	77.42	41.13	125.4	336.5	20000
	n_Oir_gr[4,1]	38.99	58.53	2.0	22.0	165.6	20000
	n_Oir_gr[4,2]	138.4	201.6	9.998	81.99	576.5	20000
	n_Oir_gr[4,3]	163.9	221.9	12.99	96.02	730.5	20000
	n_Oir_gr[4,4]	186.7	381.2	2.975	69.87	992.5	20000
	n_Oir_gr[4,5]	90.18	129.8	6.935	53.02	367.1	20000
	n_Oir_gr[4,6]	22.32	30.83	1.0	13.0	90.92	20000
	n_Oir_gr[4,7]	74.03	101.8	4.999	44.09	305.3	20000
	n_Oir_gr[4,8]	47.79	63.61	3.0	29.0	183.7	20000
	n_Oir_gr[4,9]	109.2	146.7	8.002	64.78	457.9	20000
	n_Oir_gr[4,10]	26.95	35.84	1.007	16.01	116.0	20000
	n_Oir_gr[4,11]	343.3	229.4	83.47	287.1	908.3	20000
	n_Oir_gr[4,12]	4.247	5.182	-3.733E-6	3.0	18.0	20000
	n_Oir_gr[4,13]	63.23	34.76	19.0	55.99	155.4	20000
	n_Oir_gr[4,14]	76.14	40.33	24.7	67.97	174.2	20000
	n_Oir_gr[4,15]	101.2	54.5	31.04	89.56	234.4	20000
	n_Oir_gr[4,16]	27.92	17.0	6.953	24.0	70.44	20000
	n_Oir_gr[4,17]	35.85	21.92	8.997	31.0	90.11	20000
	n_Oir_gr[4,18]	36.58	21.86	9.002	32.0	91.68	20000
	n_Oir_gr[4,19]	68.14	37.9	20.0	60.01	163.7	20000
	n_Oir_gr[4,20]	59.25	33.81	17.0	51.99	145.9	20000
	n_Oir_gr[4,21]	109.3	57.26	35.02	97.77	244.4	20000
	n_Oir_gr[4,22]	104.5	55.16	32.99	92.59	240.1	20000
	n_Oir_gr[4,23]	252.4	319.5	22.4	161.5	1003.0	20000
	n_Oir_gr[4,24]	377.4	474.8	30.57	230.5	1719.0	20000
	n_Oir_gr[4,25]	347.2	462.6	32.09	219.8	1432.0	20000
	n_Oir_gr[4,26]	341.5	439.9	30.11	210.4	1343.0	20000
	n_Oir_gr[4,27]	401.4	492.7	35.12	251.7	1557.0	20000
	n_Oir_gr[4,28]	438.5	565.0	37.82	282.5	1813.0	20000
	n_Oir_gr[4,29]	345.7	446.4	25.63	200.2	1359.0	20000
	n_Oir_gr[4,30]	142.7	182.4	12.88	88.08	608.4	20000
	n_Oir_gr[5,1]	42.54	61.71	2.001	24.74	182.2	20000
	n_Oir_gr[5,2]	150.4	208.8	11.98	88.69	618.5	20000
	n_Oir_gr[5,3]	183.4	246.8	12.8	104.4	840.5	20000
	n_Oir_gr[5,4]	216.8	527.1	2.002	71.15	1158.0	20000
	n_Oir_gr[5,5]	100.1	141.2	6.999	58.83	440.7	20000
	n_Oir_gr[5,6]	24.64	34.13	1.0	15.0	102.3	20000
	n_Oir_gr[5,7]	80.08	106.5	6.376	47.0	318.1	20000
	n_Oir_gr[5,8]	54.07	75.05	3.056	32.0	228.8	20000
	n_Oir_gr[5,9]	120.2	158.8	6.966	71.89	512.2	20000
	n_Oir_gr[5,10]	50.22	34.36	11.0	42.02	141.6	20000
	n_Oir_gr[5,11]	177.1	117.1	43.19	149.9	465.8	20000
	n_Oir_gr[5,12]	1.981	2.528	-2.507E-6	1.0	8.577	20000
	n_Oir_gr[5,13]	112.4	57.77	38.02	100.0	254.4	20000
	n_Oir_gr[5,14]	217.5	107.9	76.06	193.5	489.9	20000
	n_Oir_gr[5,15]	164.7	108.5	40.42	138.4	434.7	20000
	n_Oir_gr[5,16]	63.06	42.54	14.03	52.96	171.5	20000
	n_Oir_gr[5,17]	57.76	40.36	12.99	47.0	159.1	20000
	n_Oir_gr[5,18]	84.0	57.41	19.78	69.0	227.9	20000
	n_Oir_gr[5,19]	108.1	71.54	25.93	90.01	321.7	20000
	n_Oir_gr[5,20]	96.85	64.45	23.03	81.44	272.7	20000
	n_Oir_gr[5,21]	125.8	81.94	31.99	106.0	337.0	20000
	n_Oir_gr[5,22]	174.6	113.9	45.99	146.7	464.3	20000
	n_Oir_gr[5,23]	283.9	372.5	22.08	173.0	1318.0	20000
	n_Oir_gr[5,24]	414.2	544.4	-12.63	254.1	1914.0	20000
	n_Oir_gr[5,25]	388.9	555.6	-186.8	238.8	2170.0	20000
	n_Oir_gr[5,26]	375.7	481.0	34.76	234.9	1506.0	20000
	n_Oir_gr[5,27]	449.0	599.4	36.46	281.3	1784.0	20000
	n_Oir_gr[5,28]	489.9	646.6	43.54	293.8	2081.0	20000
	n_Oir_gr[5,29]	376.0	486.6	34.34	244.0	1467.0	20000
	n_Oir_gr[5,30]	163.4	226.4	13.19	99.86	672.5	20000
	n_Oir_gr[6,1]	34.2	22.29	7.0	29.0	83.9	20000
	n_Oir_gr[6,2]	99.42	53.12	31.01	87.53	232.1	20000
	n_Oir_gr[6,3]	76.45	42.2	22.77	67.0	184.9	20000
	n_Oir_gr[6,4]	323.7	737.7	3.01	112.1	1867.0	20000
	n_Oir_gr[6,5]	98.26	50.57	30.16	88.0	223.4	20000
	n_Oir_gr[6,6]	15.77	12.55	1.996	13.0	47.33	20000
	n_Oir_gr[6,7]	93.21	52.84	27.96	81.34	235.7	20000
	n_Oir_gr[6,8]	32.6	19.48	7.0	28.99	81.64	20000
	n_Oir_gr[6,9]	165.5	69.27	66.59	153.0	336.1	20000
	n_Oir_gr[6,10]	11.0	7.486	1.001	9.002	29.19	20000
	n_Oir_gr[6,11]	34.76	14.51	13.0	32.17	68.53	20000
	n_Oir_gr[6,12]	1.389	1.609	-1.097E-6	1.0	5.982	20000
	n_Oir_gr[6,13]	173.3	57.64	85.45	165.9	310.2	20000
	n_Oir_gr[6,14]	290.3	94.09	148.3	277.8	509.1	20000
	n_Oir_gr[6,15]	212.0	66.24	109.7	202.9	364.1	20000
	n_Oir_gr[6,16]	73.74	29.49	30.92	69.0	143.2	20000
	n_Oir_gr[6,17]	211.6	66.63	107.0	201.8	368.2	20000
	n_Oir_gr[6,18]	8.169	5.041	1.0	7.0	20.05	20000
	n_Oir_gr[6,19]	272.1	86.84	139.0	260.5	477.5	20000
	n_Oir_gr[6,20]	309.1	96.19	162.3	295.8	531.2	20000
	n_Oir_gr[6,21]	366.2	119.2	184.3	348.4	645.0	20000
	n_Oir_gr[6,22]	268.2	88.75	132.3	253.8	499.7	20000
	n_Oir_gr[6,23]	433.7	217.3	147.2	393.3	978.8	20000
	n_Oir_gr[6,24]	587.6	289.2	209.0	537.5	1292.0	20000
	n_Oir_gr[6,25]	737.9	367.7	270.5	659.5	1544.0	20000
	n_Oir_gr[6,26]	476.1	239.8	165.1	428.0	1071.0	20000
	n_Oir_gr[6,27]	745.7	367.7	271.6	668.7	1688.0	20000
	n_Oir_gr[6,28]	640.9	318.0	229.1	579.1	1441.0	20000
	n_Oir_gr[6,29]	411.0	210.2	141.4	370.7	931.9	20000
	n_Oir_gr[6,30]	190.1	102.1	60.84	166.9	456.5	20000
	n_Oir_gr[7,1]	82.05	116.8	5.0	46.99	334.9	20000
	n_Oir_gr[7,2]	283.9	379.1	21.09	174.6	1162.0	20000
	n_Oir_gr[7,3]	344.1	449.6	28.42	210.6	1477.0	20000
	n_Oir_gr[7,4]	398.2	830.5	5.989	131.3	2196.0	20000
	n_Oir_gr[7,5]	187.0	266.7	12.16	109.0	797.1	20000
	n_Oir_gr[7,6]	47.3	66.93	3.0	27.1	195.7	20000
	n_Oir_gr[7,7]	156.6	216.4	11.02	91.56	695.4	20000
	n_Oir_gr[7,8]	99.97	142.2	7.452	60.92	428.5	20000
	n_Oir_gr[7,9]	232.4	326.5	19.92	143.6	1041.0	20000
	n_Oir_gr[7,10]	56.77	75.35	4.0	35.0	229.3	20000
	n_Oir_gr[7,11]	315.2	387.9	23.57	200.7	1343.0	20000
	n_Oir_gr[7,12]	5.645	8.329	-6.081E-6	3.0	26.42	20000
	n_Oir_gr[7,13]	373.0	467.9	32.45	220.8	1462.0	20000
	n_Oir_gr[7,14]	218.3	142.8	57.19	179.3	585.1	20000
	n_Oir_gr[7,15]	348.7	222.6	86.86	298.1	900.0	20000
	n_Oir_gr[7,16]	129.6	84.16	32.76	109.1	319.1	20000
	n_Oir_gr[7,17]	339.2	220.4	88.41	279.8	890.7	20000
	n_Oir_gr[7,18]	9.453	8.316	1.0	7.0	31.0	20000
	n_Oir_gr[7,19]	276.8	177.2	72.0	232.5	726.2	20000
	n_Oir_gr[7,20]	108.2	72.9	25.95	90.9	301.8	20000
	n_Oir_gr[7,21]	243.0	155.7	63.46	202.7	635.8	20000
	n_Oir_gr[7,22]	598.2	786.2	51.54	348.2	2391.0	20000
	n_Oir_gr[7,23]	470.6	321.1	116.2	380.4	1275.0	20000
	n_Oir_gr[7,24]	650.7	431.3	157.0	547.6	1721.0	20000
	n_Oir_gr[7,25]	639.3	428.5	167.9	546.7	1686.0	20000
	n_Oir_gr[7,26]	613.5	404.5	153.7	516.9	1676.0	20000
	n_Oir_gr[7,27]	751.9	487.1	192.1	638.9	1997.0	20000
	n_Oir_gr[7,28]	1088.0	706.9	286.9	908.2	2851.0	20000
	n_Oir_gr[7,29]	626.9	415.6	159.1	530.5	1736.0	20000
	n_Oir_gr[7,30]	323.2	224.5	74.24	260.5	849.8	20000
	n_Oir_gr[8,1]	230.5	124.3	72.0	203.8	531.9	20000
	n_Oir_gr[8,2]	404.2	211.6	133.3	359.8	876.0	20000
	n_Oir_gr[8,3]	539.4	283.6	180.0	477.3	1289.0	20000
	n_Oir_gr[8,4]	748.7	1575.0	15.84	254.0	4201.0	20000
	n_Oir_gr[8,5]	215.3	120.1	63.85	189.6	522.1	20000
	n_Oir_gr[8,6]	141.0	81.08	40.04	123.2	344.8	20000
	n_Oir_gr[8,7]	122.6	73.34	32.48	104.9	314.5	20000
	n_Oir_gr[8,8]	70.79	40.73	18.14	62.73	173.5	20000
	n_Oir_gr[8,9]	419.2	217.6	138.2	374.5	955.7	20000
	n_Oir_gr[8,10]	68.22	32.55	23.0	62.0	149.1	20000
	n_Oir_gr[8,11]	662.4	213.0	339.4	632.4	1157.0	20000
	n_Oir_gr[8,12]	3.944	3.819	-3.503E-6	3.0	14.0	20000
	n_Oir_gr[8,13]	1058.0	351.8	520.0	1003.0	1895.0	20000
	n_Oir_gr[8,14]	1430.0	459.8	722.3	1343.0	2506.0	20000
	n_Oir_gr[8,15]	1564.0	527.6	772.1	1479.0	2854.0	20000
	n_Oir_gr[8,16]	324.4	118.0	150.6	307.4	605.5	20000
	n_Oir_gr[8,17]	1681.0	563.6	835.0	1602.0	2984.0	20000
	n_Oir_gr[8,18]	12.29	7.847	2.0	10.54	31.73	20000
	n_Oir_gr[8,19]	346.8	113.4	173.0	326.7	612.0	20000
	n_Oir_gr[8,20]	544.3	178.4	272.9	514.5	975.9	20000
	n_Oir_gr[8,21]	1400.0	446.0	747.3	1321.0	2453.0	20000
	n_Oir_gr[8,22]	1646.0	547.1	817.0	1560.0	2968.0	20000
	n_Oir_gr[8,23]	1188.0	783.5	298.3	986.9	3222.0	20000
	n_Oir_gr[8,24]	1691.0	1099.0	440.1	1399.0	4368.0	20000
	n_Oir_gr[8,25]	1472.0	971.9	385.6	1210.0	3949.0	20000
	n_Oir_gr[8,26]	1612.0	1053.0	398.7	1350.0	4247.0	20000
	n_Oir_gr[8,27]	1884.0	1223.0	490.7	1560.0	5225.0	20000
	n_Oir_gr[8,28]	1662.0	1077.0	425.0	1381.0	4323.0	20000
	n_Oir_gr[8,29]	1500.0	995.3	382.7	1231.0	4073.0	20000
	n_Oir_gr[8,30]	789.6	544.7	191.5	653.9	2241.0	20000
	n_Oir_gr[9,1]	125.9	179.5	8.004	73.25	536.8	20000
	n_Oir_gr[9,2]	437.0	566.7	34.93	274.1	1817.0	20000
	n_Oir_gr[9,3]	540.5	732.6	41.02	328.4	2421.0	20000
	n_Oir_gr[9,4]	628.2	1537.0	10.8	206.5	3305.0	20000
	n_Oir_gr[9,5]	291.1	414.5	19.38	177.0	1172.0	20000
	n_Oir_gr[9,6]	72.39	107.4	4.051	42.0	307.9	20000
	n_Oir_gr[9,7]	241.7	324.9	16.69	154.8	1097.0	20000
	n_Oir_gr[9,8]	158.8	205.2	13.17	95.19	641.9	20000
	n_Oir_gr[9,9]	355.5	467.9	29.63	226.5	1598.0	20000
	n_Oir_gr[9,10]	87.1	114.1	6.999	53.05	382.3	20000
	n_Oir_gr[9,11]	494.0	666.1	44.56	297.5	2002.0	20000
	n_Oir_gr[9,12]	8.765	12.44	-3.549E-6	5.0	39.54	20000
	n_Oir_gr[9,13]	573.9	727.4	45.94	349.2	2285.0	20000
	n_Oir_gr[9,14]	565.3	715.7	54.72	354.0	2505.0	20000
	n_Oir_gr[9,15]	1069.0	1279.0	86.09	675.7	4301.0	20000
	n_Oir_gr[9,16]	139.9	178.2	12.21	87.69	589.9	20000
	n_Oir_gr[9,17]	531.0	661.3	47.18	339.2	2169.0	20000
	n_Oir_gr[9,18]	72.21	93.95	5.022	43.99	313.8	20000
	n_Oir_gr[9,19]	550.9	719.1	43.41	344.8	2190.0	20000
	n_Oir_gr[9,20]	503.3	643.2	47.08	299.4	2127.0	20000
	n_Oir_gr[9,21]	890.4	591.6	229.6	754.0	2405.0	20000
	n_Oir_gr[9,22]	1149.0	745.4	292.7	965.0	3074.0	20000
	n_Oir_gr[9,23]	779.7	389.5	275.8	705.8	1751.0	20000
	n_Oir_gr[9,24]	1483.0	727.0	537.7	1319.0	3269.0	20000
	n_Oir_gr[9,25]	816.0	400.4	292.3	736.7	1824.0	20000
	n_Oir_gr[9,26]	1492.0	732.5	531.9	1348.0	3316.0	20000
	n_Oir_gr[9,27]	1683.0	827.0	602.9	1493.0	3681.0	20000
	n_Oir_gr[9,28]	1501.0	735.4	536.7	1360.0	3276.0	20000
	n_Oir_gr[9,29]	1253.0	618.5	446.8	1119.0	2769.0	20000
	n_Oir_gr[9,30]	757.5	378.4	265.4	677.4	1721.0	20000
	n_Oir_gr[10,1]	140.0	201.5	9.048	78.66	593.4	20000
	n_Oir_gr[10,2]	490.2	648.1	40.26	278.9	2045.0	20000
	n_Oir_gr[10,3]	606.8	808.4	46.93	371.0	2744.0	20000
	n_Oir_gr[10,4]	688.2	1410.0	9.687	253.5	3712.0	20000
	n_Oir_gr[10,5]	319.6	438.6	25.0	194.4	1419.0	20000
	n_Oir_gr[10,6]	81.06	109.6	5.034	48.55	354.4	20000
	n_Oir_gr[10,7]	265.4	362.8	17.24	152.7	1139.0	20000
	n_Oir_gr[10,8]	170.7	231.9	12.05	104.8	701.5	20000
	n_Oir_gr[10,9]	397.4	557.8	35.08	233.1	1653.0	20000
	n_Oir_gr[10,10]	97.12	128.6	7.007	60.78	396.9	20000
	n_Oir_gr[10,11]	550.8	705.8	45.41	335.5	2286.0	20000
	n_Oir_gr[10,12]	9.484	13.48	3.811E-6	5.029	42.54	20000
	n_Oir_gr[10,13]	636.1	807.7	64.75	389.0	2483.0	20000
	n_Oir_gr[10,14]	622.4	783.1	53.08	384.0	2409.0	20000
	n_Oir_gr[10,15]	1192.0	1466.0	101.0	757.9	4691.0	20000
	n_Oir_gr[10,16]	155.8	213.5	13.2	95.01	643.1	20000
	n_Oir_gr[10,17]	585.2	722.7	51.25	362.9	2328.0	20000
	n_Oir_gr[10,18]	80.12	111.4	6.005	50.54	320.9	20000
	n_Oir_gr[10,19]	617.4	830.6	49.6	355.6	2714.0	20000
	n_Oir_gr[10,20]	559.6	737.9	54.38	349.0	2260.0	20000
	n_Oir_gr[10,21]	813.1	1006.0	73.93	496.0	3469.0	20000
	n_Oir_gr[10,22]	1032.0	1395.0	90.3	617.6	4001.0	20000
	n_Oir_gr[10,23]	795.2	561.5	185.2	642.2	2187.0	20000
	n_Oir_gr[10,24]	941.0	650.8	227.4	775.5	2548.0	20000
	n_Oir_gr[10,25]	1083.0	729.1	269.6	915.3	2933.0	20000
	n_Oir_gr[10,26]	1368.0	910.2	354.8	1139.0	3674.0	20000
	n_Oir_gr[10,27]	1256.0	854.5	311.3	1031.0	3420.0	20000
	n_Oir_gr[10,28]	1033.0	711.2	242.5	845.9	2897.0	20000
	n_Oir_gr[10,29]	780.7	544.2	187.0	656.2	2137.0	20000
	n_Oir_gr[10,30]	397.7	293.3	77.4	321.6	1178.0	20000
	n_PL[1]	119.2	188.5	6.796	63.92	519.7	20000
	n_PL[2]	413.9	560.1	29.58	242.0	1807.0	20000
	n_PL[3]	511.3	750.9	32.45	267.5	2154.0	20000
	n_PL[4]	586.1	1330.0	10.26	216.8	3134.0	20000
	n_PL[5]	272.2	367.9	20.98	156.6	1161.0	20000
	n_PL[6]	69.19	105.3	4.766	39.86	312.4	20000
	n_PL[7]	230.5	335.5	14.06	125.6	1.0E+3	20000
	n_PL[8]	113.6	88.83	18.02	88.55	333.8	20000
	n_PL[9]	341.4	487.6	25.41	203.7	1444.0	20000
	n_PL[10]	28.81	17.48	6.954	25.0	72.24	20000
	n_PL[11]	157.4	67.69	62.18	145.9	318.8	20000
	n_PL[12]	4.026	4.256	1.309E-6	2.615	15.0	20000
	n_PL[13]	576.4	214.3	264.0	536.7	1088.0	20000
	n_PL[14]	756.1	274.7	356.9	707.5	1419.0	20000
	n_PL[15]	865.9	311.1	406.8	816.6	1606.0	20000
	n_PL[16]	23.04	14.47	4.029	20.0	58.77	20000
	n_PL[17]	573.7	213.7	259.6	538.5	1093.0	20000
	n_PL[18]	14.74	10.43	2.0	12.86	41.0	20000
	n_PL[19]	768.9	279.2	358.5	719.6	1430.0	20000
	n_PL[20]	661.0	241.2	305.8	621.7	1244.0	20000
	n_PL[21]	683.7	249.1	316.3	643.2	1273.0	20000
	n_PL[22]	599.1	222.4	277.6	565.5	1116.0	20000
	n_PL[23]	274.2	219.1	50.47	215.8	830.5	20000
	n_PL[24]	953.6	658.8	225.5	784.1	2585.0	20000
	n_PL[25]	1137.0	764.1	276.9	935.7	3130.0	20000
	n_PL[26]	875.2	610.2	198.2	725.4	2414.0	20000
	n_PL[27]	858.4	600.2	195.6	702.4	2322.0	20000
	n_PL[28]	1244.0	845.8	300.7	1039.0	3290.0	20000
	n_PL[29]	898.3	632.5	209.4	726.5	2455.0	20000
	n_PL[30]	428.1	322.5	84.92	346.8	1234.0	20000
	ntot_Oir[1]	1128.0	661.1	371.1	969.5	2734.0	20000
	ntot_Oir[2]	3654.0	1673.0	1683.0	3278.0	7858.0	20000
	ntot_Oir[3]	4962.0	2106.0	2512.0	4680.0	10240.0	20000
	ntot_Oir[4]	5690.0	7494.0	186.5	2856.0	24620.0	20000
	ntot_Oir[5]	2249.0	1142.0	957.3	1974.0	5114.0	20000
	ntot_Oir[6]	616.2	322.6	240.3	544.9	1391.0	20000
	ntot_Oir[7]	2233.0	950.2	1133.0	1999.0	4572.0	20000
	ntot_Oir[8]	1526.0	492.9	901.3	1428.0	2688.0	20000
	ntot_Oir[9]	2877.0	1383.0	1255.0	2531.0	6188.0	20000
	ntot_Oir[10]	790.6	279.9	424.5	740.6	1519.0	20000
	ntot_Oir[11]	4029.0	1314.0	2403.0	3763.0	7253.0	20000
	ntot_Oir[12]	61.08	34.29	19.02	52.11	150.9	20000
	ntot_Oir[13]	5691.0	1429.0	3879.0	5362.0	8992.0	20000
	ntot_Oir[14]	5276.0	1322.0	3540.0	5083.0	8399.0	20000
	ntot_Oir[15]	9042.0	2579.0	5824.0	8532.0	15190.0	20000
	ntot_Oir[16]	1255.0	375.8	765.9	1206.0	2126.0	20000
	ntot_Oir[17]	6169.0	1343.0	4255.0	5934.0	9291.0	20000
	ntot_Oir[18]	766.9	234.1	445.9	750.8	1300.0	20000
	ntot_Oir[19]	5038.0	1287.0	3481.0	4748.0	8075.0	20000
	ntot_Oir[20]	3834.0	1148.0	2487.0	3590.0	6747.0	20000
	ntot_Oir[21]	6858.0	1426.0	4877.0	6602.0	10290.0	20000
	ntot_Oir[22]	7603.0	2068.0	5023.0	7172.0	12100.0	20000
	ntot_Oir[23]	6136.0	1547.0	3790.0	5900.0	9705.0	20000
